Comment,Sentiment
Not sure if it is the bad writing or the fact that Tom Holland is the worst of the three last Spiderman characters.   The line of laughing at Dr Otto&#39;s name is just lame .. high school level writing.. asking please hahaha.. .it is just so bad... and in the previous movie Peter Parker acts like he is a high school nerd with nothing going for him and yet previously he helped save the world.. and still he is insecure?   All of it is really the worst writing and the worst Spiderman version.   I hope he is replaced.   Tobey Maquire played the role much better.  The only difference in 2021 is the special effects,negative
"Looking back at it, this movie did not live up to its hype (For me). I feel like it lacked heart and creativity, I know that it struggled during pandemic but‚Ä¶. I just can‚Äôt see it as a masterpiece because for me that title belongs and always will belong to Sam Raimi‚Äôs Spider-Man 2 ‚ô•Ô∏è",negative
The last great MCU film. We will never get another like this.,positive
"Not enough, we need more crap going on",negative
"Watching this trailer I accepted that if I didn&#39;t see Toby or Andrew I&#39;d still enjoy the movie.<br>Watching those portals open and seeing them, man I had tears, goosebumps like I was a kid again ???õ",positive
I&#39;ve still got the depression we need time back on the screen!!!!,positive
So tired of spider guy and bat person,negative
Will they come ?,neutral
I am angry at how stupid Peter Parker is. He is soooo naive. It made me skip some parts. Everything seemed so contrived.,negative
Happy 2 year anniversary,neutral
Marvel should have all rights to spider-man,neutral
This looks really bad. Endgame truly was the last decent Marvel thing to come. Oh well time to grow up now üòÇüòÇüòÇ,negative
IÉ??m still hype when I see the trailer????,positive
On this day 2 years ago we witnessed a masterpiece,positive
90% of the movie is shown in the trailer.. disappointed after watching the whole movie,negative
Is it me or did when i watch the trailer you all think the black suit was the symbiote suit,neutral
A year later and I just realized that the Far from home trailer got more views than this one,positive
Hype of Endgame É??<br>Hype of No Way Home É?? ???ù,neutral
"shit movie, not rewatchable... so cringe as f*ck... atleast I can skip it to tobey/andrew arrival cause 2 hours intro is pure garbage",negative
Why do they keep using different actors to play Spider-Man?? Wasn‚Äôt there just another one that just came out a few months ago? Not interested at all! Played out,negative
The casting director confused Flash Thompson as Gru. Hence the choice of actor.,negative
I think there will be only one spiderman because there are no clear look of other 2,neutral
If CN characters portrayed Spider Man NWH:<br><br>Finn the Human - Spider Man<br><br>Farm World Finn -The Amazing Spider Man (Andrew Garfield)<br><br>Pen the Human (pilot) - Friendly Neighborhood Spider Man (Tobey Maguire) <br><br>Rick Sanchez - Doctor Strange <br><br>Sunder (Ben 10) - Green Goblin<br><br>Hudson Abadeer - Doc Ock<br><br>Ice King - Electro<br><br>New Death (Together Again) - Lizard<br><br>Elena Validus - Sandman <br><br>Chelsea (Clarence) - Michelle Jones<br><br>Clarence - Ned Leeds,positive
3 heroes of Spider-Man is coming. And there are 5 Villains is coming too.,neutral
This trailer will never be forgotten... the Hype was 100% all worth it.,positive
"LOL Spider Man my arse.. The glorious reviews are fake - seriously, don&#39;t waste your time.  The only villain&#39;s in this movie are hurt feelings. No good jokes, no death and destruction, just a couple of kids defending who knows what - his mother&#39;s honor? The theatre was silent except for one couple that giggled at every line.",negative
Just watched wolverine and deadpool. Geeez how times flies man. The excitement and goosebumps i felt watching deadpool and wolverine reminded me of how i felt watching spiderman no way home. Thank you ryan reynolds for bringing some light back to the MCU for the future omgg,positive
Why TVA not hear,neutral
Bro the hype for this was crazy!<br>É??Is Tobey and Andrew Garfield gonna be in no way home?É?ù<br>Good times????,positive
Does this mean Bully McGuire is coming back?,neutral
we need tobey andrew and tom all fighting the sinister six,neutral
excatly a year agoÉù?ã?èÉ?ç????,neutral
THEE SpiderMan movie,neutral
Fun Fact: Doctor has appeared every year since 2016(except for 2020 which was the Pandemic year)<br>2016-Doctor Strange<br>2017-Thor-Ragnorock<br>2018-Avengers-Infinity war<br>2019-Avengers-Endgame<br>2020-N/A<br>2021-Spiderman-No Way Home<br>2022-Doctor Strange in the multiverse of madness,neutral
Came back for the comments,neutral
"Tom Holland is the best Spider-Man in every Universe . LetÉ??s go, I loved the movie",positive
"Most of Spider-ManÉ??s enemies are not evil like Sandman he was just doing that for his daughter and if his daughter was ok then Sandman wonÉ??t be evil, electro was just sad that no one cared about his birthday and when he turned into electro everyone started to shoot him, Green Goblin 2002 was forced to take the Goblin Serum so the company donÉ??t fall but certainly the serum was not finished 100% and it has some side effects",neutral
I cant wait to see shaggy and the gang in Spider-Man Scooby doo ate our way home,neutral
This is by far the worst trailer in history. The movie was absolutely banging but... they revealed almost everything but the andrew and toby parts. I mean.. damn. So glad I ignored this trailer for the entire year before seeing the movie...,negative
Movie was alright. They literally only fought the big villains and no smaller criminals which i found very boring. The CGI looked crap at some points like when jamie foxx&#39;s arms looked like rubber/plastic while he was hovering in the air. I feel like tobey and andrew should have gotten out of the portals in a more dramatic way. Its for sure a movie that has to be watched but for me i will only watch it once since it really feeled like that all the money went into getting all 3 spidermans together. This movie all in all felt like an excuse to bring all 3 together to grab some cash. There was literally no point in jake gyllenhal revealing the identity of spiderman...like at all.,negative
Freaking stupid. These days stupid actors used to make stupid moviesüòÇüòÇüòÇ,negative
Its just waste of time. It so ridiculous.,negative
"Rewatching this trailer gives me a special feeling. Remembering how excited I was for this movie and the hype that surrounded it. Man, I haven&#39;t felt that in a while.",positive
2 years passed without a spidey film,neutral
the new generation won&#39;t ever get how excited you were to see all three spidermans in 1 movie for nearly 3 hours i wish i could see it for the first time again now i just live a miserabel life and probably will for the rest of my life enjoy highschool because life is gonna go heck lower than that after you graduate my biggest wish was to be happy again i haven&#39;t laughed and smiled like that since i left with my buddies for nearly 2 years ago you would think you&#39;d be happy once you left but after you would wish every single day that you could go back and laugh and run around with ur buddies 1 last time peace out i hope you get better the person reading this there will be light at the bottom of the tunnel maybe not for me,positive
