Comment,Sentiment
"Hi, I&#39;m spanish speaker. Somebody can tell me because Strange say &quot;So Scooby-doo this crap&quot;? Which is the context of the sentences? I know that Scooby-doo is a cartoon 😅😅😅",negative
"In retrospect no way home has a lot of flaws,, but it’s undeniable just how fun, heartfelt, and hype experiencing this movie was",positive
Watching this on 2024🔥,neutral
"Why do I feel this spiderman is sort of annoying creature, stubborn sort of childish unmature unwise talkative? Or may be I just adore Doctor Strange too way much.",negative
Insane to see what so many franchises became in 2 years...nobody is interested in MCU anymore.,negative
I was sobbing when Mj fell I kept looking her up to see if she was booked after this cause I HAD NO CLUE GWEN WAS GONNA 😢,neutral
Lmao so many edited scenes in this trailer☠️☠️☠️....the producers really tried ayy,positive
I have never seen a movie that made me feel so many emotions,positive
The joy and emotion I felt throughout this movie and where I was is special to me. Everything felt right within a moment. I appreciate this art.,positive
Is 2 years,neutral
Wow it&#39;s been 3 years huh ?,positive
WTF ITS BEEN 2 YEARS ALREADY WHAT I JUST REMEMBER SEEING THE MOVIE AND THING,negative
ayoo tobey and andrew werent in the trailerr!!,neutral
The.  I.  I want that movie called Disney+ the Spider-Man movie no way home please,neutral
Gotta admire how they made Strange say &quot;They all die fighting Spiderman.&quot; Only for it to be Sandman who says that,negative
Who is here in 2024. And feel nostalgia.,neutral
This was the last great Marvel movie.,positive
The hype this movie had📈📈📈📈…i remember my friends and i went in for the very first show in the morning in the very day of release,positive
2 years wow 😮,positive
Already over 2 years ago… damn,neutral
I just watched this and i got so emotional because of the hype 😭<br>I&#39;m glad it happened 😁,positive
shout out to the editing guy from Sony Brazil who fucked up the CGI and shows Lizard getting kicked mid air by something invisible 😅😅😭,negative
"I remember watching this movie for the first time in the theaters. I was alone but I wasn’t lonely. Found myself highfiving and cheering with everyone around my seat. It was just tears and happiness, man!",positive
It was alright.,neutral
THIS MOVIE IS TWO YEARS OLD,positive
Obsessed I grew up with all spiderman,negative
Some people didn’t Experience this on day 1 release with the cinema being hyped to see tobey and Andrew,neutral
Fun fact — <br>You are not here first time.,positive
"I watched this movie 10 times, But now I want to watch New Home instead of watching No Way Home for so long",positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=115"">1:55</a> &quot;You&#39;ll never take this away from me&quot; ⚡😤💪🏼",neutral
The fact that this is turning 3 years old this year is honestly crazy,negative
SPOILER ALERT!!!⚠️.<br><br><br><br>Why did they kill Aunt May in this movie. And why didn&#39;t peter call MJ to push the button on the cube before it was too late 😢,negative
Awesome film,positive
"@ <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=72"">1:12</a> it makes me laugh so much how bad the cuts are 😭😭😭every time",negative
so what happens when this peter meets his universe&#39;s otto octavious?,neutral
everyone remembers where they were...,neutral
How has it been 2 years already?!!! 😳,neutral
Can&#39;t believe this was 2 years ago....still remember it like it was yesterday....,neutral
It&#39;s by far the best trailer that I have watched to date. And I keep coming back to watch it.,positive
"Rewatching this trailer gives me a special feeling. Remembering how excited I was for this movie and the hype that surrounded it. Man, I haven&#39;t felt that in a while.",positive
One of the greatest Spider-Man movies the fans has ever received 🕷️,positive
miss the moment,neutral
3 years old and a Classic.,positive
The last great MCU film. We will never get another like this.,positive
"I didn’t want to go watch it alone, so after three weeks and several damn spoilers, I decided to watch it on my phone(didn’t looks great, but still watchable)…once the movie ended I cried and I honestly can’t tell you if they were tears of joy or tears of finally watching it, I remember begging my dad to take me to see maguire Spider-Man when I was in elementary…I was a good boy for sometime until it released…it’s just just so good, dare I say that I personally loved this more than infinity war and endgame",positive
Such a good movie,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=154"">2:34</a> music 🔥🔥🔥🔥🔥🔥🔥",neutral
This trailer came out on 11/16 back in 2021. The movie dropped in December and this was the only like legit footage we had for it. God dam the marketing for this was weird.,negative
"I just saw this movie, and for fvcks sake.<br>This version of spider is the most r3tarded, and care free &quot;superhero&quot; I&#39;ve seen.<br>I grew up with Tobey Maguire and the differences between both are out of this world.<br><br>Not only did he jeopardize the lives of everyone because he didn&#39;t make it to college, but then he went around Dr. Strange&#39;s advise because &quot; he felt he could help them&quot; avoid death with no regards for the consequences of doing so.<br><br>Can we get a real Spider-Man?",positive
i’ll never forget seeing this in theatres ugh,neutral
2018: Avengers infinity war <br>2019: Avengers endgame<br>2021: spider man no way home<br>These movies was time to be alive for superhero fans missing those days now 😭😭😭🥲🥲,negative
"If you want more hype, “Spider-Man: No Way Home” makes its network television premiere on January 16th at 7 PM on FX!",positive
After watching this movie<br>I&#39;m thinking that Andrew&#39;s Spiderman will start dating Zendaya😍😚 and tom will become venom man.👿😂,neutral
this is best film of spiderman series,positive
i recommend a crazy movie for everyone to watch,negative
I definitely recommend it to a good movie.,positive
I definitely recommend it to a good movie,positive
"I can&#39;t believe this movie is almost a year old already. Damn, time flies!",positive
That is a best Marvel movies cant wait,positive
Can&#39;t wait to watch this amazing movie again again and again 😍🤩🤩🤩,positive
I really like it. Great movie!,positive
I can&#39;t wait to watch the movie 🎉 Does anyone want to share spoilers?,neutral
The future generations aren’t gonna understand how hype this movie was,neutral
"Fun and adventure, a wonderful movie that deserves to be the first",positive
Tom is really suit for new generation SpiderMan 🎉,positive
Coming here almost eight monts after the trailer dropped stil get chills watching it. I wish we could relive the hype,neutral
I love this movie so much,positive
Süper heyecan verici,neutral
"Watching the trailer again makes me nostalgic, it was one of the best experiences in my life that I will never forget, without a doubt the best movie",positive
The last great mcu movie.,positive
I would give anything to experience the unreal hype for this movie again. Can&#39;t believe this came out two years ago.,neutral
"Watching the trailer after watching the movie made me feel pain since doctor strange said crap instead of shit, maybe because of youtube",negative
"&quot;Yeah so just have Jamie Foxx, as Electro, say nothing of value. Tell him to be upset that Peter Parker isn&#39;t black&quot;",neutral
Who&#39;s here on new years day?<br>👇,positive
Better than Endgame🔥,positive
Whos here on 1st January 2024?,neutral
2 years later still the greatest movie ever.,positive
I would love for MARVEL to create a movie based on the original spider-woman/ Jessica Drew and she meet Peter Parker! I love all of the spider-man movies and can&#39;t to see what Peter Parker gets up to next. Thank you for your time to read this xxx ❤❤❤❤❤❤❤❤❤,positive
I’m buggin or sum I thought this movie came out in 2022,neutral
"That December,my godd..i have watched this no. Of timess but still ❤❤end of movie,will bring you cry",neutral
"😂 Marvel Studios ? But surely No Hollywoodcamera !!! Nasty unsharp Backgrounds , 👎🎥, IS IT forcing eyesickness ??? This ain&#39;t No Quality ! I do ASK a question: the movies camerauser ,If He IS with His car ON His Gasstation , will He agree that only His half carwindow gets cleaned or will He Desire that the carwindows have to get completely cleaned because He wants to have a clear sight ? But for the moviewatshers He switsh the cameraeffect unsharp active ? Sabotage? Nasty service Bad Quality ! Movie destroyed !",negative
No Way Home &amp; Guardians of the Galaxy vol 3 are the last good Marvel movies.,positive
Time flies,neutral
The ending of the trailer had is all HYPE!!,neutral
I would do anything to go back and watch this movie with my friends,neutral
I miss this era,neutral
It&#39;s weird that he says &quot;ever since I got bit by that spider&quot; which we never saw in the MCU.,negative
The hootings in the halls begins,neutral
"Love the move. absolutely fantastic.<br>Destroying Stan Lee&#39;s concept of superheroes, implementing future black spider man as a subconscious pretext, life goes on, people are changing, more indoctrination, no more mass manipulation, love it. <br>Subliminal messages love it. I need to be part of this movement 😊",positive
Here after the movie completed its 2 years anniversary. Time flies...,neutral
TWO YEARS AGO IS INSANE,negative
Happy 2 years!,positive
2 years ago today 😢 time flys,neutral
Happy 2 year,positive
"damn its been 2 YEARS since this came out, it feels like it was yesterday i watched this for the first time",positive
It’s been 2 years……,neutral
Tom is not good for actor<br>Tobey is very nice then tom,positive
"I come back after 2 years and it was so awesome i remember back in 2021 when the trailer just came out I was so hype, thank you so much",positive
2 years later... 🎉,neutral
On this day 2 years ago we witnessed a masterpiece,neutral
Here we complete 2 yrs of this incredible movie...and lemme know who is there who doesnt get chills seeing its trailer after all this time!!!,positive
Two years ago today this miracle happened🙂❤️‍🩹,neutral
I wish i had a time machine 🫠,neutral
"2 years ago, my Christmas break started, I failed my math exams, and I immediately went to go watch this with my best friend. Best day of my life.",positive
